anum,paper,family,table,lines,kinds
A223764,papers/A223/A223764.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223765,papers/A223/A223765.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223766,papers/A223/A223766.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223767,papers/A223/A223767.pdf,line-monotonicity,,1,polynomial
A223768,papers/A223/A223768.pdf,line-monotonicity,,1,polynomial
A223769,papers/A223/A223769.pdf,line-monotonicity,,1,polynomial
A223772,papers/A223/A223772.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223773,papers/A223/A223773.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223774,papers/A223/A223774.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223775,papers/A223/A223775.pdf,line-monotonicity,,1,polynomial
A223776,papers/A223/A223776.pdf,line-monotonicity,,1,polynomial
A223784,papers/A223/A223784.pdf,line-monotonicity,,1,recurrence
A223785,papers/A223/A223785.pdf,line-monotonicity,,1,recurrence
A223789,papers/A223/A223789.pdf,line-monotonicity,yes,3,order+recurrence
A223790,papers/A223/A223790.pdf,line-monotonicity,,1,polynomial
A223791,papers/A223/A223791.pdf,line-monotonicity,,1,polynomial
A223796,papers/A223/A223796.pdf,line-monotonicity,,1,recurrence
A223797,papers/A223/A223797.pdf,line-monotonicity,,1,recurrence
A223801,papers/A223/A223801.pdf,line-monotonicity,yes,2,recurrence
A223802,papers/A223/A223802.pdf,line-monotonicity,,1,polynomial
A223807,papers/A223/A223807.pdf,line-monotonicity,,1,polynomial
A223808,papers/A223/A223808.pdf,line-monotonicity,,1,polynomial
A223826,papers/A223/A223826.pdf,line-monotonicity,,1,polynomial
A223827,papers/A223/A223827.pdf,line-monotonicity,,1,polynomial
A223828,papers/A223/A223828.pdf,line-monotonicity,,1,polynomial
A223833,papers/A223/A223833.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223834,papers/A223/A223834.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223835,papers/A223/A223835.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223836,papers/A223/A223836.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223837,papers/A223/A223837.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223839,papers/A223/A223839.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223840,papers/A223/A223840.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223841,papers/A223/A223841.pdf,line-monotonicity,,1,polynomial
A223842,papers/A223/A223842.pdf,line-monotonicity,,1,polynomial
A223843,papers/A223/A223843.pdf,line-monotonicity,,1,polynomial
A223845,papers/A223/A223845.pdf,line-monotonicity,,1,polynomial
A223846,papers/A223/A223846.pdf,line-monotonicity,,1,polynomial
A223859,papers/A223/A223859.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223860,papers/A223/A223860.pdf,line-monotonicity,,1,polynomial
A223861,papers/A223/A223861.pdf,line-monotonicity,,1,polynomial
A223862,papers/A223/A223862.pdf,line-monotonicity,,1,polynomial
A223865,papers/A223/A223865.pdf,line-monotonicity,,1,polynomial
A223866,papers/A223/A223866.pdf,line-monotonicity,,1,polynomial
A223867,papers/A223/A223867.pdf,line-monotonicity,,1,polynomial
A223868,papers/A223/A223868.pdf,line-monotonicity,,1,polynomial
A223871,papers/A223/A223871.pdf,line-monotonicity,,1,recurrence
A223876,papers/A223/A223876.pdf,line-monotonicity,yes,2,recurrence
A223877,papers/A223/A223877.pdf,line-monotonicity,,1,polynomial
A223913,papers/A223/A223913.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223914,papers/A223/A223914.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223915,papers/A223/A223915.pdf,line-monotonicity,,1,polynomial
A223916,papers/A223/A223916.pdf,line-monotonicity,,1,polynomial
A223917,papers/A223/A223917.pdf,line-monotonicity,,1,polynomial
A223919,papers/A223/A223919.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223920,papers/A223/A223920.pdf,line-monotonicity,,1,polynomial
A223921,papers/A223/A223921.pdf,line-monotonicity,,1,polynomial
A223922,papers/A223/A223922.pdf,line-monotonicity,,1,polynomial
A223923,papers/A223/A223923.pdf,line-monotonicity,,1,polynomial
A223924,papers/A223/A223924.pdf,line-monotonicity,,1,degree
A223927,papers/A223/A223927.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223928,papers/A223/A223928.pdf,line-monotonicity,,1,polynomial
A223929,papers/A223/A223929.pdf,line-monotonicity,,1,polynomial
A223930,papers/A223/A223930.pdf,line-monotonicity,,1,polynomial
A223931,papers/A223/A223931.pdf,line-monotonicity,,1,polynomial
A223944,papers/A223/A223944.pdf,line-monotonicity,,2,gf+recurrence
A223945,papers/A223/A223945.pdf,line-monotonicity,,2,gf+recurrence
A223946,papers/A223/A223946.pdf,line-monotonicity,,1,recurrence
A223947,papers/A223/A223947.pdf,line-monotonicity,,1,recurrence
A223948,papers/A223/A223948.pdf,line-monotonicity,,1,recurrence
A223950,papers/A223/A223950.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223951,papers/A223/A223951.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223952,papers/A223/A223952.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223953,papers/A223/A223953.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223954,papers/A223/A223954.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223956,papers/A223/A223956.pdf,line-monotonicity,,1,recurrence
A223957,papers/A223/A223957.pdf,line-monotonicity,,1,recurrence
A223962,papers/A223/A223962.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223963,papers/A223/A223963.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223964,papers/A223/A223964.pdf,line-monotonicity,,1,polynomial
A223965,papers/A223/A223965.pdf,line-monotonicity,,1,polynomial
A223970,papers/A223/A223970.pdf,line-monotonicity,,2,gf+recurrence
A223971,papers/A223/A223971.pdf,line-monotonicity,,1,recurrence
A223972,papers/A223/A223972.pdf,line-monotonicity,,1,order
A223976,papers/A223/A223976.pdf,line-monotonicity,,1,polynomial
A223977,papers/A223/A223977.pdf,line-monotonicity,,1,polynomial
A223982,papers/A223/A223982.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A223983,papers/A223/A223983.pdf,line-monotonicity,,1,polynomial
A223984,papers/A223/A223984.pdf,line-monotonicity,,1,polynomial
A223985,papers/A223/A223985.pdf,line-monotonicity,,1,polynomial
A223988,papers/A223/A223988.pdf,line-monotonicity,,1,polynomial
A223989,papers/A223/A223989.pdf,line-monotonicity,,1,polynomial
A223990,papers/A223/A223990.pdf,line-monotonicity,,1,degree
A223994,papers/A223/A223994.pdf,line-monotonicity,,1,recurrence
A223995,papers/A223/A223995.pdf,line-monotonicity,,1,recurrence
A223996,papers/A223/A223996.pdf,line-monotonicity,,1,recurrence
A223997,papers/A223/A223997.pdf,line-monotonicity,,1,recurrence
A223998,papers/A223/A223998.pdf,line-monotonicity,,1,order
A224000,papers/A224/A224000.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224001,papers/A224/A224001.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224002,papers/A224/A224002.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224003,papers/A224/A224003.pdf,line-monotonicity,,1,polynomial
A224004,papers/A224/A224004.pdf,line-monotonicity,,1,polynomial
A224007,papers/A224/A224007.pdf,line-monotonicity,,2,gf+recurrence
A224008,papers/A224/A224008.pdf,line-monotonicity,,2,gf+recurrence
A224009,papers/A224/A224009.pdf,line-monotonicity,,1,recurrence
A224010,papers/A224/A224010.pdf,line-monotonicity,,1,recurrence
A224011,papers/A224/A224011.pdf,line-monotonicity,,1,recurrence
A224013,papers/A224/A224013.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224014,papers/A224/A224014.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224015,papers/A224/A224015.pdf,line-monotonicity,,1,polynomial
A224016,papers/A224/A224016.pdf,line-monotonicity,,1,polynomial
A224019,papers/A224/A224019.pdf,line-monotonicity,,2,gf+recurrence
A224020,papers/A224/A224020.pdf,line-monotonicity,,1,recurrence
A224021,papers/A224/A224021.pdf,line-monotonicity,,1,recurrence
A224022,papers/A224/A224022.pdf,line-monotonicity,,1,recurrence
A224025,papers/A224/A224025.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224026,papers/A224/A224026.pdf,line-monotonicity,,1,polynomial
A224027,papers/A224/A224027.pdf,line-monotonicity,,1,polynomial
A224033,papers/A224/A224033.pdf,line-monotonicity,,2,gf+recurrence
A224034,papers/A224/A224034.pdf,line-monotonicity,,1,recurrence
A224035,papers/A224/A224035.pdf,line-monotonicity,,2,gf+recurrence
A224036,papers/A224/A224036.pdf,line-monotonicity,,1,recurrence
A224037,papers/A224/A224037.pdf,line-monotonicity,,1,recurrence
A224039,papers/A224/A224039.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224040,papers/A224/A224040.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224041,papers/A224/A224041.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224042,papers/A224/A224042.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224043,papers/A224/A224043.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224045,papers/A224/A224045.pdf,line-monotonicity,,1,polynomial
A224046,papers/A224/A224046.pdf,line-monotonicity,,1,polynomial
A224052,papers/A224/A224052.pdf,line-monotonicity,,1,polynomial
A224053,papers/A224/A224053.pdf,line-monotonicity,,1,polynomial
A224054,papers/A224/A224054.pdf,line-monotonicity,,1,polynomial
A224055,papers/A224/A224055.pdf,line-monotonicity,,1,polynomial
A224058,papers/A224/A224058.pdf,line-monotonicity,,1,polynomial
A224059,papers/A224/A224059.pdf,line-monotonicity,,1,polynomial
A224060,papers/A224/A224060.pdf,line-monotonicity,,1,polynomial
A224128,papers/A224/A224128.pdf,line-monotonicity,,2,gf+recurrence
A224129,papers/A224/A224129.pdf,line-monotonicity,,2,gf+recurrence
A224130,papers/A224/A224130.pdf,line-monotonicity,,2,gf+recurrence
A224131,papers/A224/A224131.pdf,line-monotonicity,,2,gf+recurrence
A224132,papers/A224/A224132.pdf,line-monotonicity,,2,gf+recurrence
A224133,papers/A224/A224133.pdf,line-monotonicity,yes,5,recurrence
A224134,papers/A224/A224134.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224135,papers/A224/A224135.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224136,papers/A224/A224136.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224137,papers/A224/A224137.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224138,papers/A224/A224138.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224141,papers/A224/A224141.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224142,papers/A224/A224142.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224143,papers/A224/A224143.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224144,papers/A224/A224144.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224145,papers/A224/A224145.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224147,papers/A224/A224147.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224148,papers/A224/A224148.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224149,papers/A224/A224149.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224150,papers/A224/A224150.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224151,papers/A224/A224151.pdf,line-monotonicity,,1,polynomial
A224153,papers/A224/A224153.pdf,line-monotonicity,,2,gf+recurrence
A224154,papers/A224/A224154.pdf,line-monotonicity,,1,recurrence
A224155,papers/A224/A224155.pdf,line-monotonicity,,1,recurrence
A224156,papers/A224/A224156.pdf,line-monotonicity,,1,recurrence
A224157,papers/A224/A224157.pdf,line-monotonicity,,1,recurrence
A224159,papers/A224/A224159.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224160,papers/A224/A224160.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224161,papers/A224/A224161.pdf,line-monotonicity,,1,polynomial
A224162,papers/A224/A224162.pdf,line-monotonicity,,1,polynomial
A224163,papers/A224/A224163.pdf,line-monotonicity,,1,polynomial
A224168,papers/A224/A224168.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224169,papers/A224/A224169.pdf,line-monotonicity,,1,polynomial
A224170,papers/A224/A224170.pdf,line-monotonicity,,1,polynomial
A224174,papers/A224/A224174.pdf,line-monotonicity,,1,polynomial
A224175,papers/A224/A224175.pdf,line-monotonicity,,1,polynomial
A224185,papers/A224/A224185.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224186,papers/A224/A224186.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224187,papers/A224/A224187.pdf,line-monotonicity,,1,polynomial
A224188,papers/A224/A224188.pdf,line-monotonicity,,1,polynomial
A224189,papers/A224/A224189.pdf,line-monotonicity,,1,polynomial
A224191,papers/A224/A224191.pdf,line-monotonicity,,1,polynomial
A224192,papers/A224/A224192.pdf,line-monotonicity,,1,polynomial
A224193,papers/A224/A224193.pdf,line-monotonicity,,1,polynomial
A224194,papers/A224/A224194.pdf,line-monotonicity,,1,degree
A224199,papers/A224/A224199.pdf,line-monotonicity,,1,recurrence
A224200,papers/A224/A224200.pdf,line-monotonicity,,1,recurrence
A224201,papers/A224/A224201.pdf,line-monotonicity,,1,recurrence
A224202,papers/A224/A224202.pdf,line-monotonicity,,1,recurrence
A224205,papers/A224/A224205.pdf,line-monotonicity,,1,polynomial
A224206,papers/A224/A224206.pdf,line-monotonicity,,1,polynomial
A224257,papers/A224/A224257.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224258,papers/A224/A224258.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224259,papers/A224/A224259.pdf,line-monotonicity,,1,polynomial
A224260,papers/A224/A224260.pdf,line-monotonicity,,1,polynomial
A224261,papers/A224/A224261.pdf,line-monotonicity,,1,polynomial
A224263,papers/A224/A224263.pdf,line-monotonicity,,1,polynomial
A224264,papers/A224/A224264.pdf,line-monotonicity,,1,polynomial
A224265,papers/A224/A224265.pdf,line-monotonicity,,1,polynomial
A224266,papers/A224/A224266.pdf,line-monotonicity,,1,polynomial
A224267,papers/A224/A224267.pdf,line-monotonicity,,1,degree
A224276,papers/A224/A224276.pdf,line-monotonicity,,1,recurrence
A224277,papers/A224/A224277.pdf,line-monotonicity,,1,order
A224282,papers/A224/A224282.pdf,line-monotonicity,,1,polynomial
A224283,papers/A224/A224283.pdf,line-monotonicity,,1,polynomial
A224305,papers/A224/A224305.pdf,line-monotonicity,,1,recurrence
A224306,papers/A224/A224306.pdf,line-monotonicity,,1,recurrence
A224307,papers/A224/A224307.pdf,line-monotonicity,,1,order
A224310,papers/A224/A224310.pdf,line-monotonicity,yes,4,order+recurrence
A224311,papers/A224/A224311.pdf,line-monotonicity,,1,polynomial
A224312,papers/A224/A224312.pdf,line-monotonicity,,1,polynomial
A224313,papers/A224/A224313.pdf,line-monotonicity,,1,polynomial
A224348,papers/A224/A224348.pdf,line-monotonicity,,1,recurrence
A224349,papers/A224/A224349.pdf,line-monotonicity,,1,recurrence
A224350,papers/A224/A224350.pdf,line-monotonicity,,1,order
A224354,papers/A224/A224354.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224355,papers/A224/A224355.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224356,papers/A224/A224356.pdf,line-monotonicity,,1,polynomial
A224357,papers/A224/A224357.pdf,line-monotonicity,,1,polynomial
A224369,papers/A224/A224369.pdf,line-monotonicity,,2,gf+recurrence
A224370,papers/A224/A224370.pdf,line-monotonicity,,2,gf+recurrence
A224371,papers/A224/A224371.pdf,line-monotonicity,,1,recurrence
A224372,papers/A224/A224372.pdf,line-monotonicity,,1,recurrence
A224373,papers/A224/A224373.pdf,line-monotonicity,,1,recurrence
A224375,papers/A224/A224375.pdf,line-monotonicity,,1,polynomial
A224376,papers/A224/A224376.pdf,line-monotonicity,,1,polynomial
A224377,papers/A224/A224377.pdf,line-monotonicity,,1,polynomial
A224378,papers/A224/A224378.pdf,line-monotonicity,,1,polynomial
A224386,papers/A224/A224386.pdf,line-monotonicity,,1,recurrence
A224387,papers/A224/A224387.pdf,line-monotonicity,,1,order
A224391,papers/A224/A224391.pdf,line-monotonicity,yes,3,order+recurrence
A224392,papers/A224/A224392.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224393,papers/A224/A224393.pdf,line-monotonicity,,1,polynomial
A224394,papers/A224/A224394.pdf,line-monotonicity,,1,polynomial
A224404,papers/A224/A224404.pdf,line-monotonicity,,2,gf+recurrence
A224405,papers/A224/A224405.pdf,line-monotonicity,,2,gf+recurrence
A224406,papers/A224/A224406.pdf,line-monotonicity,,2,gf+recurrence
A224407,papers/A224/A224407.pdf,line-monotonicity,,2,gf+recurrence
A224408,papers/A224/A224408.pdf,line-monotonicity,,2,gf+recurrence
A224410,papers/A224/A224410.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224411,papers/A224/A224411.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A224412,papers/A224/A224412.pdf,line-monotonicity,,1,polynomial
A224413,papers/A224/A224413.pdf,line-monotonicity,,1,polynomial
A224414,papers/A224/A224414.pdf,line-monotonicity,,1,polynomial
A224544,papers/A224/A224544.pdf,idempotent-subblock,,2,gf+recurrence
A224545,papers/A224/A224545.pdf,idempotent-subblock,,2,gf+recurrence
A224546,papers/A224/A224546.pdf,idempotent-subblock,,2,gf+recurrence
A224547,papers/A224/A224547.pdf,idempotent-subblock,,2,gf+recurrence
A224548,papers/A224/A224548.pdf,idempotent-subblock,,2,gf+recurrence
A224549,papers/A224/A224549.pdf,idempotent-subblock,,2,gf+recurrence
A224550,papers/A224/A224550.pdf,idempotent-subblock,yes,2,recurrence
A224552,papers/A224/A224552.pdf,idempotent-subblock,,2,gf+recurrence
A224553,papers/A224/A224553.pdf,idempotent-subblock,,2,gf+recurrence
A224554,papers/A224/A224554.pdf,idempotent-subblock,,2,gf+recurrence
A224555,papers/A224/A224555.pdf,idempotent-subblock,,2,gf+recurrence
A224556,papers/A224/A224556.pdf,idempotent-subblock,,2,gf+recurrence
A224559,papers/A224/A224559.pdf,idempotent-subblock,yes,2,recurrence
A224599,papers/A224/A224599.pdf,idempotent-subblock,,2,gf+recurrence
A224600,papers/A224/A224600.pdf,idempotent-subblock,,2,gf+recurrence
A224606,papers/A224/A224606.pdf,idempotent-subblock,yes,2,recurrence
A224669,papers/A224/A224669.pdf,idempotent-subblock,,2,gf+recurrence
A224670,papers/A224/A224670.pdf,idempotent-subblock,,2,gf+recurrence
A224671,papers/A224/A224671.pdf,idempotent-subblock,,2,gf+recurrence
A224672,papers/A224/A224672.pdf,idempotent-subblock,,2,gf+recurrence
A224673,papers/A224/A224673.pdf,idempotent-subblock,,2,gf+recurrence
A224674,papers/A224/A224674.pdf,idempotent-subblock,,2,gf+recurrence
A224676,papers/A224/A224676.pdf,idempotent-subblock,yes,2,recurrence
A225008,papers/A225/A225008.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A225009,papers/A225/A225009.pdf,line-monotonicity,,3,gf+polynomial+recurrence
A225011,papers/A225/A225011.pdf,line-monotonicity,,1,gf
A225012,papers/A225/A225012.pdf,line-monotonicity,,1,gf
A225013,papers/A225/A225013.pdf,line-monotonicity,,1,polynomial
A225014,papers/A225/A225014.pdf,line-monotonicity,,1,polynomial
A229454,papers/A229/A229454.pdf,defective-colouring,,2,gf+recurrence
A229455,papers/A229/A229455.pdf,defective-colouring,,2,gf+recurrence
A229456,papers/A229/A229456.pdf,defective-colouring,,1,recurrence
A229457,papers/A229/A229457.pdf,defective-colouring,,1,recurrence
A229458,papers/A229/A229458.pdf,defective-colouring,,1,recurrence
A229460,papers/A229/A229460.pdf,defective-colouring,yes,4,order+recurrence
A229472,papers/A229/A229472.pdf,defective-colouring,,2,gf+recurrence
A229473,papers/A229/A229473.pdf,defective-colouring,,2,gf+recurrence
A229474,papers/A229/A229474.pdf,defective-colouring,,2,gf+recurrence
A229475,papers/A229/A229475.pdf,defective-colouring,,2,gf+recurrence
A229476,papers/A229/A229476.pdf,defective-colouring,,1,recurrence
A229479,papers/A229/A229479.pdf,defective-colouring,yes,4,order+recurrence
A229504,papers/A229/A229504.pdf,defective-colouring,,2,gf+recurrence
A229505,papers/A229/A229505.pdf,defective-colouring,,2,gf+recurrence
A229506,papers/A229/A229506.pdf,defective-colouring,,2,gf+recurrence
A229507,papers/A229/A229507.pdf,defective-colouring,,2,gf+recurrence
A229508,papers/A229/A229508.pdf,defective-colouring,,2,gf+recurrence
A229510,papers/A229/A229510.pdf,defective-colouring,yes,4,recurrence
A229529,papers/A229/A229529.pdf,defective-colouring,,2,gf+recurrence
A229530,papers/A229/A229530.pdf,defective-colouring,,2,gf+recurrence
A229531,papers/A229/A229531.pdf,defective-colouring,,1,recurrence
A229532,papers/A229/A229532.pdf,defective-colouring,,1,recurrence
A229533,papers/A229/A229533.pdf,defective-colouring,,1,recurrence
A229534,papers/A229/A229534.pdf,defective-colouring,yes,4,recurrence
A229535,papers/A229/A229535.pdf,defective-colouring,,2,gf+recurrence
A229536,papers/A229/A229536.pdf,defective-colouring,,2,gf+recurrence
A229537,papers/A229/A229537.pdf,defective-colouring,,1,recurrence
A229538,papers/A229/A229538.pdf,defective-colouring,,1,recurrence
A229572,papers/A229/A229572.pdf,defective-colouring,,2,gf+recurrence
A229573,papers/A229/A229573.pdf,defective-colouring,,2,gf+recurrence
A229574,papers/A229/A229574.pdf,defective-colouring,,2,gf+recurrence
A229575,papers/A229/A229575.pdf,defective-colouring,,2,gf+recurrence
A229578,papers/A229/A229578.pdf,defective-colouring,yes,5,recurrence
A229580,papers/A229/A229580.pdf,defective-colouring,,2,gf+recurrence
A229581,papers/A229/A229581.pdf,defective-colouring,,2,gf+recurrence
A229582,papers/A229/A229582.pdf,defective-colouring,,2,gf+recurrence
A229583,papers/A229/A229583.pdf,defective-colouring,,2,gf+recurrence
A229584,papers/A229/A229584.pdf,defective-colouring,,2,gf+recurrence
A229586,papers/A229/A229586.pdf,defective-colouring,yes,4,recurrence
A229588,papers/A229/A229588.pdf,defective-colouring,,2,gf+recurrence
A229589,papers/A229/A229589.pdf,defective-colouring,,1,recurrence
A229590,papers/A229/A229590.pdf,defective-colouring,,1,recurrence
A229591,papers/A229/A229591.pdf,defective-colouring,,1,recurrence
A229600,papers/A229/A229600.pdf,defective-colouring,,2,gf+recurrence
A229601,papers/A229/A229601.pdf,defective-colouring,,2,gf+recurrence
A229602,papers/A229/A229602.pdf,defective-colouring,,1,recurrence
A229603,papers/A229/A229603.pdf,defective-colouring,,1,recurrence
A229604,papers/A229/A229604.pdf,defective-colouring,,1,recurrence
A229606,papers/A229/A229606.pdf,defective-colouring,yes,4,order+recurrence
A229632,papers/A229/A229632.pdf,defective-colouring,,1,recurrence
A229633,papers/A229/A229633.pdf,defective-colouring,,2,gf+recurrence
A229634,papers/A229/A229634.pdf,defective-colouring,,1,recurrence
A229637,papers/A229/A229637.pdf,defective-colouring,yes,4,order+recurrence
A229638,papers/A229/A229638.pdf,defective-colouring,,2,gf+recurrence
A229640,papers/A229/A229640.pdf,defective-colouring,,1,recurrence
A229641,papers/A229/A229641.pdf,defective-colouring,,1,recurrence
A229642,papers/A229/A229642.pdf,defective-colouring,,1,order
A229665,papers/A229/A229665.pdf,defective-colouring,,1,recurrence
A229666,papers/A229/A229666.pdf,defective-colouring,,2,gf+recurrence
A229667,papers/A229/A229667.pdf,defective-colouring,,1,recurrence
A229668,papers/A229/A229668.pdf,defective-colouring,,1,recurrence
A229669,papers/A229/A229669.pdf,defective-colouring,,1,recurrence
A229672,papers/A229/A229672.pdf,defective-colouring,yes,3,order+recurrence
A229679,papers/A229/A229679.pdf,defective-colouring,,2,gf+recurrence
A229680,papers/A229/A229680.pdf,defective-colouring,,1,recurrence
A229681,papers/A229/A229681.pdf,defective-colouring,,2,gf+recurrence
A229682,papers/A229/A229682.pdf,defective-colouring,,2,gf+recurrence
A229683,papers/A229/A229683.pdf,defective-colouring,,1,recurrence
A229685,papers/A229/A229685.pdf,defective-colouring,yes,4,recurrence
A229689,papers/A229/A229689.pdf,defective-colouring,,1,recurrence
A229690,papers/A229/A229690.pdf,defective-colouring,,1,recurrence
A229691,papers/A229/A229691.pdf,defective-colouring,,1,recurrence
A229692,papers/A229/A229692.pdf,defective-colouring,,1,recurrence
A229694,papers/A229/A229694.pdf,defective-colouring,yes,4,recurrence
A229695,papers/A229/A229695.pdf,defective-colouring,,1,recurrence
A229696,papers/A229/A229696.pdf,defective-colouring,,1,recurrence
A229697,papers/A229/A229697.pdf,defective-colouring,,1,recurrence
A229698,papers/A229/A229698.pdf,defective-colouring,,1,recurrence
A229699,papers/A229/A229699.pdf,defective-colouring,,1,recurrence
A229749,papers/A229/A229749.pdf,defective-colouring,,2,gf+recurrence
A229750,papers/A229/A229750.pdf,defective-colouring,,2,gf+recurrence
A229751,papers/A229/A229751.pdf,defective-colouring,,2,gf+recurrence
A229752,papers/A229/A229752.pdf,defective-colouring,,2,gf+recurrence
A229755,papers/A229/A229755.pdf,defective-colouring,yes,5,recurrence
A229841,papers/A229/A229841.pdf,existential-neighbour,,2,gf+recurrence
A229842,papers/A229/A229842.pdf,existential-neighbour,,1,recurrence
A229843,papers/A229/A229843.pdf,existential-neighbour,,1,recurrence
A229847,papers/A229/A229847.pdf,existential-neighbour,yes,4,order+recurrence
A229928,papers/A229/A229928.pdf,existential-neighbour,,1,recurrence
A229929,papers/A229/A229929.pdf,existential-neighbour,,1,recurrence
A229934,papers/A229/A229934.pdf,existential-neighbour,yes,1,order
A230063,papers/A230/A230063.pdf,existential-neighbour,,2,gf+recurrence
A230064,papers/A230/A230064.pdf,existential-neighbour,,1,recurrence
A230068,papers/A230/A230068.pdf,existential-neighbour,yes,4,order+recurrence
A230170,papers/A230/A230170.pdf,existential-neighbour,,2,gf+recurrence
A230171,papers/A230/A230171.pdf,existential-neighbour,,1,recurrence
A230172,papers/A230/A230172.pdf,existential-neighbour,,1,order
A230176,papers/A230/A230176.pdf,existential-neighbour,yes,3,order+recurrence
A230179,papers/A230/A230179.pdf,existential-neighbour,,2,gf+recurrence
A230180,papers/A230/A230180.pdf,existential-neighbour,,2,gf+recurrence
A230184,papers/A230/A230184.pdf,existential-neighbour,yes,4,recurrence
A230185,papers/A230/A230185.pdf,existential-neighbour,,2,gf+recurrence
A230186,papers/A230/A230186.pdf,existential-neighbour,,1,recurrence
A230245,papers/A230/A230245.pdf,existential-neighbour,,2,gf+recurrence
A230250,papers/A230/A230250.pdf,existential-neighbour,yes,3,order+recurrence
A230269,papers/A230/A230269.pdf,existential-neighbour,,2,gf+recurrence
A230270,papers/A230/A230270.pdf,existential-neighbour,,1,recurrence
A230271,papers/A230/A230271.pdf,existential-neighbour,,1,recurrence
A230275,papers/A230/A230275.pdf,existential-neighbour,yes,4,order+recurrence
A230331,papers/A230/A230331.pdf,existential-neighbour,,2,gf+recurrence
A230332,papers/A230/A230332.pdf,existential-neighbour,,1,recurrence
A230333,papers/A230/A230333.pdf,existential-neighbour,,1,recurrence
A230337,papers/A230/A230337.pdf,existential-neighbour,yes,4,order+recurrence
A230393,papers/A230/A230393.pdf,existential-neighbour,,2,gf+recurrence
A230394,papers/A230/A230394.pdf,existential-neighbour,,1,recurrence
A230464,papers/A230/A230464.pdf,existential-neighbour,,2,gf+recurrence
A230465,papers/A230/A230465.pdf,existential-neighbour,,1,recurrence
A230470,papers/A230/A230470.pdf,existential-neighbour,,2,gf+recurrence
